week_start,week_end,region,category,marketing_spend,adstock_marketing,email_sends,traffic_organic,traffic_paid,traffic_direct,traffic_total,source_system,grain,available_at
2023-01-30,2023-02-05,South,Apparel,13637.25,3964.35,20000,4986.5,3649.1000000000004,220.1,8855.7,ad_platform_export,weekly,2023-02-07 09:00:00
2023-02-06,2023-02-12,South,Apparel,14623.5,4575.21,23000,4462.2,3897.5,235.6,8595.3,ad_platform_export,weekly,2023-02-14 09:00:00
2023-02-13,2023-02-19,South,Apparel,9105.64,3264.8771428571426,25000,4518.8,3216.1,247.6,7982.5,ad_platform_export,weekly,2023-02-21 09:00:00
2023-02-20,2023-02-26,South,Apparel,13609.75,3939.315714285714,18000,4707.7,3745.1,179.0,8631.6,ad_platform_export,weekly,2023-02-28 09:00:00
2023-02-27,2023-03-05,South,Apparel,10204.45,3612.424285714286,18000,4926.2,3521.9,175.5,8623.8,ad_platform_export,weekly,2023-03-07 09:00:00
2023-03-06,2023-03-12,South,Apparel,7175.26,2330.0242857142857,21000,5079.1,2809.7,208.1,8096.900000000001,ad_platform_export,weekly,2023-03-14 09:00:00
2023-03-13,2023-03-19,South,Apparel,16108.3,4464.205714285714,27000,5149.2,3678.6,272.7,9100.7,ad_platform_export,weekly,2023-03-21 09:00:00
2023-03-20,2023-03-26,South,Apparel,10858.05,4047.7771428571427,19000,5291.0,3645.1,177.9,9114.1,ad_platform_export,weekly,2023-03-28 09:00:00
2023-03-27,2023-04-02,South,Apparel,7344.17,2345.924285714286,21000,5146.900000000001,2842.4,226.8,8216.1,ad_platform_export,weekly,2023-04-04 09:00:00
2023-04-03,2023-04-09,South,Apparel,7396.65,2368.2371428571428,24000,5415.5,2860.2,225.6,8501.3,ad_platform_export,weekly,2023-04-11 09:00:00
2023-04-10,2023-04-16,South,Apparel,7498.82,2343.747142857143,14000,5929.8,2880.9,146.5,8957.5,ad_platform_export,weekly,2023-04-18 09:00:00
2023-04-17,2023-04-23,South,Apparel,12712.34,3361.0600000000004,23000,6133.6,3214.0,238.6,9586.1,ad_platform_export,weekly,2023-04-25 09:00:00
2023-04-24,2023-04-30,South,Apparel,17832.96,6184.155714285714,23000,5694.0,4200.7,232.6,10127.3,ad_platform_export,weekly,2023-05-02 09:00:00
2023-05-01,2023-05-07,South,Apparel,7854.79,2641.3957142857143,29000,5606.6,2847.6,280.6,8734.9,ad_platform_export,weekly,2023-05-09 09:00:00
2023-05-08,2023-05-14,South,Apparel,7796.049999999999,2486.6271428571426,22000,6059.0,2899.4,218.2,9176.5,ad_platform_export,weekly,2023-05-16 09:00:00
2023-05-15,2023-05-21,South,Apparel,7773.1,2444.4085714285716,23000,5670.6,2795.0,222.6,8688.2,ad_platform_export,weekly,2023-05-23 09:00:00
2023-05-22,2023-05-28,South,Apparel,7523.25,2412.7228571428573,23000,6100.6,2787.0,237.1,9124.5,ad_platform_export,weekly,2023-05-30 09:00:00
2023-05-29,2023-06-04,South,Apparel,15165.23,4005.4157142857143,21000,6073.5,3155.3999999999996,225.0,9453.6,ad_platform_export,weekly,2023-06-06 09:00:00
2023-06-05,2023-06-11,South,Apparel,33281.59,9838.354285714286,19000,5953.7,4801.0,190.8,10945.2,ad_platform_export,weekly,2023-06-13 09:00:00
2023-06-12,2023-06-18,South,Apparel,11129.960000000001,5028.678571428572,15000,6034.0,3611.0,141.4,9786.4,ad_platform_export,weekly,2023-06-20 09:00:00
2023-06-19,2023-06-25,South,Apparel,7577.64,2459.7157142857145,17000,6138.2,2792.1,155.1,9085.3,ad_platform_export,weekly,2023-06-27 09:00:00
2023-06-26,2023-07-02,South,Apparel,7712.469999999999,2438.2485714285717,35000,5948.4,2822.6,353.9,9124.7,ad_platform_export,weekly,2023-07-04 09:00:00
2023-07-03,2023-07-09,South,Apparel,7568.07,2410.0385714285717,24000,5930.6,2719.5,238.6,8888.9,ad_platform_export,weekly,2023-07-11 09:00:00
2023-07-10,2023-07-16,South,Apparel,7876.139999999999,2493.4914285714285,30000,5685.3,2805.2,292.4,8783.1,ad_platform_export,weekly,2023-07-18 09:00:00
2023-07-17,2023-07-23,South,Apparel,15124.67,4144.872857142857,23000,5927.7,3471.1,239.0,9637.7,ad_platform_export,weekly,2023-07-25 09:00:00
2023-07-24,2023-07-30,South,Apparel,18618.31,6071.251428571429,30000,6161.2,4251.1,306.7,10719.0,ad_platform_export,weekly,2023-08-01 09:00:00
2023-07-31,2023-08-06,South,Apparel,23081.690000000002,6979.497142857143,26000,5905.9,4277.1,273.8,10456.8,ad_platform_export,weekly,2023-08-08 09:00:00
2023-08-07,2023-08-13,South,Apparel,15557.65,5511.515714285714,23000,5746.0,3963.7000000000003,227.2,9936.7,ad_platform_export,weekly,2023-08-15 09:00:00
2023-08-14,2023-08-20,South,Apparel,7464.1,2650.672857142857,25000,5728.1,2930.2,253.3,8911.5,ad_platform_export,weekly,2023-08-22 09:00:00
2023-08-21,2023-08-27,South,Apparel,7885.38,2475.618571428571,31000,5640.6,2860.0,302.1,8802.8,ad_platform_export,weekly,2023-08-29 09:00:00
2023-08-28,2023-09-03,South,Apparel,7644.339999999999,2448.5485714285714,26000,5644.2,2851.7,258.7,8754.7,ad_platform_export,weekly,2023-09-05 09:00:00
2023-09-04,2023-09-10,South,Apparel,7611.59,2414.402857142857,23000,5299.3,2930.6,243.8,8474.0,ad_platform_export,weekly,2023-09-12 09:00:00
2023-09-11,2023-09-17,South,Apparel,26333.510000000002,6602.9800000000005,36000,4907.9,4018.7,359.4,9286.0,ad_platform_export,weekly,2023-09-19 09:00:00
2023-09-18,2023-09-24,South,Apparel,48150.19,15299.757142857143,12000,5080.4,5227.5,125.5,10433.4,ad_platform_export,weekly,2023-09-26 09:00:00
2023-09-25,2023-10-01,South,Apparel,7238.5599999999995,4030.2685714285717,23000,5120.6,3588.2,233.0,8941.4,ad_platform_export,weekly,2023-10-03 09:00:00
2023-10-02,2023-10-08,South,Apparel,7105.38,2295.9828571428575,18000,4805.6,2818.7999999999997,178.5,7802.900000000001,ad_platform_export,weekly,2023-10-10 09:00:00
2023-10-09,2023-10-15,South,Apparel,12531.86,3415.577142857143,24000,4775.9,3343.5,249.60000000000002,8369.1,ad_platform_export,weekly,2023-10-17 09:00:00
2023-10-16,2023-10-22,South,Apparel,19630.32,6104.4685714285715,26000,4722.0,4389.9,274.9,9386.9,ad_platform_export,weekly,2023-10-24 09:00:00
2023-10-23,2023-10-29,South,Apparel,7023.08,2936.197142857143,29000,4678.9,3258.0,296.6,8233.6,ad_platform_export,weekly,2023-10-31 09:00:00
2023-10-30,2023-11-05,South,Apparel,7100.95,2234.6614285714286,21000,4898.8,2844.8,202.0,7945.5,ad_platform_export,weekly,2023-11-07 09:00:00
2023-11-06,2023-11-12,South,Apparel,7472.71,2333.8771428571426,28000,5471.4,2726.8,272.6,8471.0,ad_platform_export,weekly,2023-11-14 09:00:00
2023-11-13,2023-11-19,South,Apparel,7921.33,2488.8914285714286,27000,6462.4,2677.8,271.0,9411.3,ad_platform_export,weekly,2023-11-21 09:00:00
2023-11-20,2023-11-26,South,Apparel,8119.95,2578.542857142857,17000,6985.0,2821.2,178.7,9984.8,ad_platform_export,weekly,2023-11-28 09:00:00
2023-11-27,2023-12-03,South,Apparel,8216.8,2606.042857142857,17000,7166.8,2851.1,157.8,10175.7,ad_platform_export,weekly,2023-12-05 09:00:00
2023-12-04,2023-12-10,South,Apparel,8255.14,2626.618571428571,22000,5813.5,2888.2,223.9,8925.5,ad_platform_export,weekly,2023-12-12 09:00:00
2023-12-11,2023-12-17,South,Apparel,7196.6,2330.4957142857143,25000,4961.0,2691.0,264.3,7916.1,ad_platform_export,weekly,2023-12-19 09:00:00
2023-12-18,2023-12-24,South,Apparel,6972.82,2241.3814285714284,26000,4406.7,2845.3,263.3,7515.4,ad_platform_export,weekly,2023-12-26 09:00:00
2023-12-25,2023-12-31,South,Apparel,6855.69,2173.4085714285716,17000,4350.8,2867.8,165.8,7384.4,ad_platform_export,weekly,2024-01-02 09:00:00
2024-01-01,2024-01-07,South,Apparel,7088.72,2249.7599999999998,16000,4135.4,2947.2,148.1,7230.6,ad_platform_export,weekly,2024-01-09 09:00:00
2024-01-08,2024-01-14,South,Apparel,6998.62,2230.532857142857,14000,4188.5,2922.4,134.1,7244.9,ad_platform_export,weekly,2024-01-16 09:00:00
2024-01-15,2024-01-21,South,Apparel,11915.76,3253.1585714285716,17000,4423.2,3245.8,176.39999999999998,7845.3,ad_platform_export,weekly,2024-01-23 09:00:00
2024-01-22,2024-01-28,South,Apparel,17351.670000000002,5435.175714285715,20000,4422.900000000001,4167.8,178.4,8768.8,ad_platform_export,weekly,2024-01-30 09:00:00
2024-01-29,2024-02-04,South,Apparel,8554.26,3282.7428571428572,23000,4347.1,3340.6,228.9,7916.6,ad_platform_export,weekly,2024-02-06 09:00:00
2024-02-05,2024-02-11,South,Apparel,7138.75,2296.0471428571427,20000,4493.2,2813.0,210.3,7516.4,ad_platform_export,weekly,2024-02-13 09:00:00
2024-02-12,2024-02-18,South,Apparel,7329.6,2312.308571428571,22000,4655.0,2872.3,220.0,7747.2,ad_platform_export,weekly,2024-02-20 09:00:00
2024-02-19,2024-02-25,South,Apparel,7230.38,2282.3785714285714,22000,4498.4,2872.4,204.6,7575.4,ad_platform_export,weekly,2024-02-27 09:00:00
2024-02-26,2024-03-03,South,Apparel,7306.71,2337.2057142857143,16000,4872.8,2802.2,167.6,7842.7,ad_platform_export,weekly,2024-03-05 09:00:00
2024-03-04,2024-03-10,South,Apparel,7186.110000000001,2273.43,30000,5055.6,2757.6,311.2,8124.400000000001,ad_platform_export,weekly,2024-03-12 09:00:00
2024-03-11,2024-03-17,South,Apparel,6925.97,2213.27,19000,5009.099999999999,2749.3,182.8,7941.200000000001,ad_platform_export,weekly,2024-03-19 09:00:00
2024-03-18,2024-03-24,South,Apparel,7511.27,2351.0600000000004,23000,5034.9,2805.4,224.4,8064.700000000001,ad_platform_export,weekly,2024-03-26 09:00:00
2024-03-25,2024-03-31,South,Apparel,7671.22,2439.664285714286,15000,5077.4,2800.7,143.9,8022.1,ad_platform_export,weekly,2024-04-02 09:00:00
2024-04-01,2024-04-07,South,Apparel,7485.83,2397.347142857143,26000,5327.2,2958.9,251.5,8537.7,ad_platform_export,weekly,2024-04-09 09:00:00
2024-04-08,2024-04-14,South,Apparel,7616.1900000000005,2407.902857142857,25000,5527.3,2830.9,256.4,8614.8,ad_platform_export,weekly,2024-04-16 09:00:00
2024-04-15,2024-04-21,South,Apparel,7515.54,2388.8942857142856,22000,5443.0,2868.1,212.10000000000002,8523.2,ad_platform_export,weekly,2024-04-23 09:00:00
2024-04-22,2024-04-28,South,Apparel,23804.58,6514.294285714285,31000,5595.4,4101.8,310.6,10007.5,ad_platform_export,weekly,2024-04-30 09:00:00
2024-04-29,2024-05-05,South,Apparel,13338.99,5184.584285714286,13000,5668.3,3884.2,141.3,9693.8,ad_platform_export,weekly,2024-05-07 09:00:00
2024-05-06,2024-05-12,South,Apparel,24111.44,6413.998571428571,19000,5709.2,4002.3,194.5,9905.9,ad_platform_export,weekly,2024-05-14 09:00:00
2024-05-13,2024-05-19,South,Apparel,26495.19,9284.81142857143,21000,6054.1,4542.0,214.9,10810.7,ad_platform_export,weekly,2024-05-21 09:00:00
2024-05-20,2024-05-26,South,Apparel,10597.060000000001,3420.684285714286,22000,6005.0,3186.0,215.5,9406.6,ad_platform_export,weekly,2024-05-28 09:00:00
2024-05-27,2024-06-02,South,Apparel,22552.93,6866.704285714286,18000,5756.9,4256.7,180.2,10193.7,ad_platform_export,weekly,2024-06-04 09:00:00
2024-06-03,2024-06-09,South,Apparel,17139.89,5578.265714285714,14000,5834.3,3955.1,139.7,9929.4,ad_platform_export,weekly,2024-06-11 09:00:00
2024-06-10,2024-06-16,South,Apparel,18397.87,5789.024285714286,21000,6135.9,3854.6,202.2,10192.8,ad_platform_export,weekly,2024-06-18 09:00:00
2024-06-17,2024-06-23,South,Apparel,7745.93,3037.777142857143,21000,6036.0,3040.0,219.0,9295.0,ad_platform_export,weekly,2024-06-25 09:00:00
2024-06-24,2024-06-30,South,Apparel,7763.28,2480.41,29000,6120.5,2816.8,257.2,9194.3,ad_platform_export,weekly,2024-07-02 09:00:00
2024-07-01,2024-07-07,South,Apparel,7567.51,2391.618571428571,19000,5817.3,2718.0,186.8,8722.1,ad_platform_export,weekly,2024-07-09 09:00:00
2024-07-08,2024-07-14,South,Apparel,7660.24,2451.5128571428572,20000,6174.5,2895.6,202.0,9272.0,ad_platform_export,weekly,2024-07-16 09:00:00
2024-07-15,2024-07-21,South,Apparel,7571.99,2408.6957142857145,22000,6073.2,2833.1,218.8,9125.2,ad_platform_export,weekly,2024-07-23 09:00:00
2024-07-22,2024-07-28,South,Apparel,9170.61,2632.1042857142857,23000,6175.5,2947.6,225.89999999999998,9349.1,ad_platform_export,weekly,2024-07-30 09:00:00
2024-07-29,2024-08-04,South,Apparel,16911.22,5315.0142857142855,22000,5773.6,3896.6,220.1,9890.3,ad_platform_export,weekly,2024-08-06 09:00:00
2024-08-05,2024-08-11,South,Apparel,7695.07,2723.4814285714283,15000,5755.1,3059.1,150.8,8964.9,ad_platform_export,weekly,2024-08-13 09:00:00
2024-08-12,2024-08-18,South,Apparel,7581.17,2444.9657142857145,22000,5651.099999999999,2909.2,213.2,8773.4,ad_platform_export,weekly,2024-08-20 09:00:00
2024-08-19,2024-08-25,South,Apparel,7589.12,2418.93,25000,5597.1,2966.0,244.79999999999998,8808.0,ad_platform_export,weekly,2024-08-27 09:00:00
2024-08-26,2024-09-01,South,Apparel,7646.6,2416.4828571428566,18000,5409.9,2934.8,186.7,8531.4,ad_platform_export,weekly,2024-09-03 09:00:00
2024-09-02,2024-09-08,South,Apparel,7699.89,2440.154285714286,24000,5430.0,2935.1,215.1,8580.3,ad_platform_export,weekly,2024-09-10 09:00:00
2024-09-09,2024-09-15,South,Apparel,7251.379999999999,2324.9114285714286,20000,5150.1,2820.4,198.8,8169.2,ad_platform_export,weekly,2024-09-17 09:00:00
2024-09-16,2024-09-22,South,Apparel,7461.15,2333.707142857143,25000,5145.3,2859.4,247.7,8252.3,ad_platform_export,weekly,2024-09-24 09:00:00
2024-09-23,2024-09-29,South,Apparel,8733.880000000001,2554.4742857142855,17000,5132.4,3072.4,159.4,8364.3,ad_platform_export,weekly,2024-10-01 09:00:00
2024-09-30,2024-10-06,South,Apparel,16942.35,5112.5314285714285,23000,4790.2,4144.3,264.1,9198.5,ad_platform_export,weekly,2024-10-08 09:00:00
2024-10-07,2024-10-13,South,Apparel,7273.5599999999995,2820.121428571429,24000,4827.3,3149.8,252.2,8229.5,ad_platform_export,weekly,2024-10-15 09:00:00
2024-10-14,2024-10-20,South,Apparel,7107.389999999999,2281.0685714285714,23000,4833.0,2805.3,223.5,7862.0,ad_platform_export,weekly,2024-10-22 09:00:00
2024-10-21,2024-10-27,South,Apparel,7325.83,2293.5842857142857,15000,4917.1,2788.7,156.2,7861.9,ad_platform_export,weekly,2024-10-29 09:00:00
2024-10-28,2024-11-03,South,Apparel,22082.989999999998,5713.954285714286,13000,4947.1,3738.4,139.3,8824.9,ad_platform_export,weekly,2024-11-05 09:00:00
2024-11-04,2024-11-10,South,Apparel,22108.600000000002,8097.872857142857,20000,5327.6,4372.2,209.3,9909.2,ad_platform_export,weekly,2024-11-12 09:00:00
2024-11-11,2024-11-17,South,Apparel,7703.9800000000005,2653.3742857142856,23000,6122.8,2826.6,241.2,9190.8,ad_platform_export,weekly,2024-11-19 09:00:00
2024-11-18,2024-11-24,South,Apparel,10541.48,3064.988571428571,25000,6857.0,3106.8,255.8,10219.7,ad_platform_export,weekly,2024-11-26 09:00:00
2024-11-25,2024-12-01,South,Apparel,11883.91,3975.84,24000,6941.9,3536.3999999999996,254.0,10732.4,ad_platform_export,weekly,2024-12-03 09:00:00
2024-12-02,2024-12-08,South,Apparel,7905.8,2595.348571428571,16000,6331.599999999999,2854.9,156.9,9343.3,ad_platform_export,weekly,2024-12-10 09:00:00
2024-12-09,2024-12-15,South,Apparel,7068.83,2303.15,23000,5154.2,2823.2,219.60000000000002,8197.0,ad_platform_export,weekly,2024-12-17 09:00:00
2024-12-16,2024-12-22,South,Apparel,7230.05,2252.9285714285716,19000,4599.7,2910.1,179.7,7689.6,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,South,Apparel,7005.469999999999,2254.86,22000,4401.1,2931.3,217.29999999999998,7549.7,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,South,Apparel,879.97,2057.44,2000,533.6,372.1,22.1,927.8,ad_platform_export,weekly,2025-01-07 09:00:00
2024-11-25,2024-12-01,South,Beauty,311.82,311.82,1379,773.2,202.5,32.0,1007.7,ad_platform_export,weekly,2024-12-03 09:00:00
2024-12-02,2024-12-08,South,Beauty,2182.74,311.82,7751,5425.6,1247.7,291.5,6964.7,ad_platform_export,weekly,2024-12-10 09:00:00
2024-12-09,2024-12-15,South,Beauty,2182.74,311.82,5490,5363.3,1357.7,263.4,6984.3,ad_platform_export,weekly,2024-12-17 09:00:00
2024-12-16,2024-12-22,South,Beauty,2182.74,311.82,6990,5275.7,1344.3,303.4,6923.5,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,South,Beauty,2182.74,311.82,8343,5678.9,1237.1,274.7,7190.3,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,South,Beauty,311.82,311.82,1387,859.2,174.2,46.5,1079.9,ad_platform_export,weekly,2025-01-07 09:00:00
2022-12-26,2023-01-01,South,Electronics,612.94,612.94,1000,754.3,117.5,21.9,893.6,ad_platform_export,weekly,2023-01-03 09:00:00
2023-01-02,2023-01-08,South,Electronics,4629.22,1312.7857142857142,21000,5015.4,1482.6,381.0,6879.0,ad_platform_export,weekly,2023-01-10 09:00:00
2023-01-09,2023-01-15,South,Electronics,4450.84,1440.597142857143,18000,4378.9,1577.4,310.7,6266.9,ad_platform_export,weekly,2023-01-17 09:00:00
2023-01-16,2023-01-22,South,Electronics,4680.95,1469.1971428571428,25000,3932.5,1542.8,374.2,5849.5,ad_platform_export,weekly,2023-01-24 09:00:00
2023-01-23,2023-01-29,South,Electronics,4330.5599999999995,1393.5557142857142,17000,3754.3,1564.4,238.7,5557.6,ad_platform_export,weekly,2023-01-31 09:00:00
2023-01-30,2023-02-05,South,Electronics,5260.91,1532.7271428571428,19000,3612.4,1670.2,248.2,5530.8,ad_platform_export,weekly,2023-02-07 09:00:00
2023-02-06,2023-02-12,South,Electronics,9951.05,2977.367142857143,22000,3381.6,2614.2,255.0,6250.8,ad_platform_export,weekly,2023-02-14 09:00:00
2023-02-13,2023-02-19,South,Electronics,4382.96,1698.25,19000,3065.7,1787.5,211.0,5064.3,ad_platform_export,weekly,2023-02-21 09:00:00
2023-02-20,2023-02-26,South,Electronics,7349.01,1922.9642857142858,18000,2992.5,1816.2,176.6,4985.5,ad_platform_export,weekly,2023-02-28 09:00:00
2023-02-27,2023-03-05,South,Electronics,17394.17,5298.168571428571,26000,2944.7,3439.6,257.4,6641.7,ad_platform_export,weekly,2023-03-07 09:00:00
2023-03-06,2023-03-12,South,Electronics,6934.96,2815.1257142857144,17000,3064.3,2332.6,158.6,5555.6,ad_platform_export,weekly,2023-03-14 09:00:00
2023-03-13,2023-03-19,South,Electronics,4581.05,1473.8357142857144,22000,3090.5,1507.3,237.6,4835.5,ad_platform_export,weekly,2023-03-21 09:00:00
2023-03-20,2023-03-26,South,Electronics,7311.12,1952.5414285714287,27000,3173.6,1857.4,264.7,5295.8,ad_platform_export,weekly,2023-03-28 09:00:00
2023-03-27,2023-04-02,South,Electronics,12393.42,4014.4857142857145,26000,3247.9,2931.7,276.8,6456.5,ad_platform_export,weekly,2023-04-04 09:00:00
2023-04-03,2023-04-09,South,Electronics,8600.7,2578.128571428572,25000,3148.2,2275.7,250.8,5674.6,ad_platform_export,weekly,2023-04-11 09:00:00
2023-04-10,2023-04-16,South,Electronics,8816.130000000001,3166.5242857142853,25000,3307.2,2436.9,236.5,5980.3,ad_platform_export,weekly,2023-04-18 09:00:00
2023-04-17,2023-04-23,South,Electronics,4628.55,1529.9785714285715,21000,3500.8,1525.1,203.8,5229.8,ad_platform_export,weekly,2023-04-25 09:00:00
2023-04-24,2023-04-30,South,Electronics,4733.4,1494.0042857142857,32000,3488.5,1507.8,332.9,5329.1,ad_platform_export,weekly,2023-05-02 09:00:00
2023-05-01,2023-05-07,South,Electronics,4808.62,1522.0071428571428,20000,3515.5,1486.8,195.8,5198.0,ad_platform_export,weekly,2023-05-09 09:00:00
2023-05-08,2023-05-14,South,Electronics,4965.59,1565.4885714285715,24000,3432.6,1524.1,247.1,5204.1,ad_platform_export,weekly,2023-05-16 09:00:00
2023-05-15,2023-05-21,South,Electronics,4879.84,1554.98,21000,3654.1,1493.7,201.0,5348.6,ad_platform_export,weekly,2023-05-23 09:00:00
2023-05-22,2023-05-28,South,Electronics,6365.6,1827.94,19000,3597.3999999999996,1689.3,180.8,5467.4,ad_platform_export,weekly,2023-05-30 09:00:00
2023-05-29,2023-06-04,South,Electronics,9156.529999999999,2953.325714285714,14000,3694.7,2248.5,148.5,6091.6,ad_platform_export,weekly,2023-06-06 09:00:00
2023-06-05,2023-06-11,South,Electronics,5054.58,1742.0742857142857,26000,3755.0,1686.8,263.9,5705.7,ad_platform_export,weekly,2023-06-13 09:00:00
2023-06-12,2023-06-18,South,Electronics,5708.98,1653.6042857142857,15000,3693.9,1581.3,147.60000000000002,5422.4,ad_platform_export,weekly,2023-06-20 09:00:00
2023-06-19,2023-06-25,South,Electronics,12218.0,3648.3328571428574,13000,3613.9,2736.6,135.8,6486.599999999999,ad_platform_export,weekly,2023-06-27 09:00:00
2023-06-26,2023-07-02,South,Electronics,9711.14,3140.1157142857146,17000,3722.8,2559.6,167.20000000000002,6449.6,ad_platform_export,weekly,2023-07-04 09:00:00
2023-07-03,2023-07-09,South,Electronics,17649.75,5246.742857142856,19000,3562.1,3380.6,185.9,7128.700000000001,ad_platform_export,weekly,2023-07-11 09:00:00
2023-07-10,2023-07-16,South,Electronics,14069.77,4772.035714285715,27000,3574.1000000000004,2970.3,276.4,6820.8,ad_platform_export,weekly,2023-07-18 09:00:00
2023-07-17,2023-07-23,South,Electronics,8475.81,3034.3414285714284,35000,3579.6,2424.4,347.7,6351.7,ad_platform_export,weekly,2023-07-25 09:00:00
2023-07-24,2023-07-30,South,Electronics,4949.21,1622.1685714285716,20000,3733.9,1599.5,187.1,5520.6,ad_platform_export,weekly,2023-08-01 09:00:00
2023-07-31,2023-08-06,South,Electronics,4931.58,1566.06,22000,3566.0,1597.9,223.60000000000002,5387.6,ad_platform_export,weekly,2023-08-08 09:00:00
2023-08-07,2023-08-13,South,Electronics,5012.3,1601.9585714285713,33000,3589.9,1606.1,337.9,5533.7,ad_platform_export,weekly,2023-08-15 09:00:00
2023-08-14,2023-08-20,South,Electronics,4920.14,1548.8971428571429,18000,3574.9,1539.9,184.2,5299.2,ad_platform_export,weekly,2023-08-22 09:00:00
2023-08-21,2023-08-27,South,Electronics,6453.02,1839.0585714285714,23000,3446.1,1810.1999999999998,231.8,5488.0,ad_platform_export,weekly,2023-08-29 09:00:00
2023-08-28,2023-09-03,South,Electronics,9230.3,2989.6385714285716,28000,3324.0,2426.8,286.8,6037.6,ad_platform_export,weekly,2023-09-05 09:00:00
2023-09-04,2023-09-10,South,Electronics,4759.79,1666.422857142857,23000,3301.2,1652.4,224.2,5177.9,ad_platform_export,weekly,2023-09-12 09:00:00
2023-09-11,2023-09-17,South,Electronics,4711.27,1509.8285714285714,27000,3344.3999999999996,1590.9,271.3,5206.6,ad_platform_export,weekly,2023-09-19 09:00:00
2023-09-18,2023-09-24,South,Electronics,4697.17,1493.5842857142857,17000,3135.5,1555.9,168.1,4859.5,ad_platform_export,weekly,2023-09-26 09:00:00
2023-09-25,2023-10-01,South,Electronics,9409.2,2631.187142857143,20000,3093.7000000000003,2294.3,192.2,5580.2,ad_platform_export,weekly,2023-10-03 09:00:00
2023-10-02,2023-10-08,South,Electronics,6633.73,2445.308571428571,20000,2938.2,2258.9,201.4,5398.5,ad_platform_export,weekly,2023-10-10 09:00:00
2023-10-09,2023-10-15,South,Electronics,4470.12,1448.0257142857142,18000,3020.7,1569.5,193.0,4783.2,ad_platform_export,weekly,2023-10-17 09:00:00
2023-10-16,2023-10-22,South,Electronics,4545.89,1442.3771428571429,17000,2869.9,1517.1,186.2,4573.099999999999,ad_platform_export,weekly,2023-10-24 09:00:00
2023-10-23,2023-10-29,South,Electronics,13509.56,3722.2542857142857,20000,2892.7,2731.1,192.4,5816.5,ad_platform_export,weekly,2023-10-31 09:00:00
2023-10-30,2023-11-05,South,Electronics,9272.35,3421.212857142857,29000,3028.5,2679.2,293.1,6000.7,ad_platform_export,weekly,2023-11-07 09:00:00
2023-11-06,2023-11-12,South,Electronics,4640.46,1533.3742857142859,25000,3397.4,1601.9,258.9,5258.3,ad_platform_export,weekly,2023-11-14 09:00:00
2023-11-13,2023-11-19,South,Electronics,5202.31,1629.05,23000,3983.1,1513.8,237.3,5734.2,ad_platform_export,weekly,2023-11-21 09:00:00
2023-11-20,2023-11-26,South,Electronics,6980.27,2027.2785714285715,20000,4267.6,1714.5,199.8,6182.0,ad_platform_export,weekly,2023-11-28 09:00:00
2023-11-27,2023-12-03,South,Electronics,9326.43,2934.7642857142855,17000,4184.6,2264.6,161.6,6610.8,ad_platform_export,weekly,2023-12-05 09:00:00
2023-12-04,2023-12-10,South,Electronics,4947.53,1800.8271428571427,17000,3712.1,1700.2,159.5,5571.7,ad_platform_export,weekly,2023-12-12 09:00:00
2023-12-11,2023-12-17,South,Electronics,4873.91,1551.0757142857144,24000,3246.0,1625.7,245.0,5116.4,ad_platform_export,weekly,2023-12-19 09:00:00
2023-12-18,2023-12-24,South,Electronics,4736.89,1517.4085714285716,17000,2769.9,1598.4,169.9,4538.1,ad_platform_export,weekly,2023-12-26 09:00:00
2023-12-25,2023-12-31,South,Electronics,15791.37,4632.7814285714285,17000,2689.1,3358.2999999999997,179.1,6226.3,ad_platform_export,weekly,2024-01-02 09:00:00
2024-01-01,2024-01-07,South,Electronics,4494.43,1812.4442857142858,17000,2628.5,1909.4,171.1,4708.7,ad_platform_export,weekly,2024-01-09 09:00:00
2024-01-08,2024-01-14,South,Electronics,4429.29,1412.4614285714285,22000,2632.2,1526.6,234.1,4392.8,ad_platform_export,weekly,2024-01-16 09:00:00
2024-01-15,2024-01-21,South,Electronics,7847.29,2134.7385714285715,26000,2641.3,2001.6,254.2,4896.7,ad_platform_export,weekly,2024-01-23 09:00:00
2024-01-22,2024-01-28,South,Electronics,12446.33,3866.9500000000003,22000,2692.8,2920.2,225.1,5838.3,ad_platform_export,weekly,2024-01-30 09:00:00
2024-01-29,2024-02-04,South,Electronics,4539.650000000001,1864.137142857143,35000,2771.2000000000003,1941.4,355.1,5067.5,ad_platform_export,weekly,2024-02-06 09:00:00
2024-02-05,2024-02-11,South,Electronics,4385.76,1403.3,30000,2824.8,1577.0,302.6,4704.3,ad_platform_export,weekly,2024-02-13 09:00:00
2024-02-12,2024-02-18,South,Electronics,4615.29,1462.3228571428572,23000,2843.5,1583.7,248.0,4675.3,ad_platform_export,weekly,2024-02-20 09:00:00
2024-02-19,2024-02-25,South,Electronics,4557.67,1448.5771428571427,16000,2876.1,1556.8,167.0,4600.0,ad_platform_export,weekly,2024-02-27 09:00:00
2024-02-26,2024-03-03,South,Electronics,4729.64,1490.8085714285714,18000,2967.6,1564.7,174.6,4706.9,ad_platform_export,weekly,2024-03-05 09:00:00
